title,url,category,filetype,slide_count,publishing_consultancy,description
"100+ End-to-End Process Optimization SOPs",https://flevy.com/browse/marketplace/100-end-to-end-process-optimization-sops-10481,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Business Optimization Initiatives."
"100+ Lean Transformation SOPs",https://flevy.com/browse/marketplace/100-lean-transformation-sops-10813,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Transformation Initiatives."
"100+ Manufacturing Consulting SOPs",https://flevy.com/browse/marketplace/100-manufacturing-consulting-sops-10407,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Consulting Initiatives."
"M&A Post-Merger Integration &#40;PMI&#41; Day One Activities SOPs",https://flevy.com/browse/marketplace/manda-post-merger-integration-pmi-day-one-activities-sops-10231,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing M&A Initiatives."
"100+ Facilities Management SOPs",https://flevy.com/browse/marketplace/100-facilities-management-sops-10846,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Initiatives."
"100+ Asset Management Company SOPs",https://flevy.com/browse/marketplace/100-asset-management-company-sops-10581,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Initiatives."
"Digital Transformation OKRs Library",https://flevy.com/browse/marketplace/digital-transformation-okrs-library-11082,"Operational Excellence",Word,54,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Performance Initiatives."
"Conveyor Commissioning & Risk Assessment Toolkit ISO 14224",https://flevy.com/browse/marketplace/conveyor-commissioning-and-risk-assessment-toolkit-iso-14224-11076,"Operational Excellence",Excel,,"Virtuoso Trading","Conveyor Commissioning Checklist (Excel): Download ISO 14224 conveyor commissioning & risk assessment toolkit. Get commissioning steps, punchlist, risk scoring, and test logs."
"HR KPI Dashboard",https://flevy.com/browse/marketplace/hr-kpi-dashboard-9773,"Operational Excellence",Excel,,"Improve Your Excel","HR KPI template Excel: Download this HR KPI Dashboard (XLSX) to track employee performance, training, payroll, and key HR metrics efficiently."
"Internal Audit M02: GIAS 2024 Standards",https://flevy.com/browse/marketplace/internal-audit-m02-gias-2024-standards-10295,"Operational Excellence",PowerPoint,41,"Amer Morgan","Crafted by Amer Morgan, a Senior Consultant with 30+ years in audit leadership across global entities, specializing in Internal Audit, Risk Management, and Corporate Governance. Published by Business Excellence."
"12 Month KPI Tracker: Quantifying and Grading Metrics",https://flevy.com/browse/marketplace/12-month-kpi-tracker-quantifying-and-grading-metrics-6498,"Operational Excellence",Excel,,"Jason Varner | SmartHelping","This template was crafted by a Financial Modeler, Accountant, & Consultant with over 10+ years of experience in developing HR productivity tools. He has served 750+ clients, from small family offices to billion-dollar corporations."
"Project Storyboard Templates",https://flevy.com/browse/marketplace/project-storyboard-templates-10669,"Operational Excellence",PowerPoint,48,"AM Consultancy","Project Storyboard Templates PPT: Download customizable PowerPoint slides for Daily Kaizen, SIPOC, VOC to KPI, and project improvement frameworks."
"Procurement KPI Dashboard",https://flevy.com/browse/marketplace/procurement-kpi-dashboard-9819,"Operational Excellence",Excel,,"Improve Your Excel","Procurement KPI Dashboard Excel: Download a ready-to-use KPI tracking & reporting template with monthly visuals, targets, cumulative metrics, and trend charts (xlsx)."
"Governing Fraud & Corruption Risk Effectively",https://flevy.com/browse/marketplace/governing-fraud-and-corruption-risk-effectively-10753,"Operational Excellence",PowerPoint,49,"Patrick Gitau ","Expert passionately  seeking to build Governance  capacity worldwide"
"Ready to Use Disaster Risk Management Framework",https://flevy.com/browse/marketplace/ready-to-use-disaster-risk-management-framework-10967,"Operational Excellence",Word,20,"Patrick Gitau ","Expert passionately seeking to build effective Governance  and Risk Managment Capacity worldwide"
"Asset Management Company Pitch Deck Template",https://flevy.com/browse/marketplace/asset-management-company-pitch-deck-template-11023,"Operational Excellence",PowerPoint,13,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Investment Initiatives."
"Manufacturing Business 5-Year Strategic Plan Template",https://flevy.com/browse/marketplace/manufacturing-business-5-year-strategic-plan-template-10814,"Operational Excellence",PowerPoint,13,"SB Consulting ","This toolkit is created by trained McKinsey and BCG consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Strategy Initiatives."
"Root Cause Analysis &#40;RCA&#41;",https://flevy.com/browse/marketplace/root-cause-analysis-rca-9339,"Operational Excellence",PowerPoint,36,"RadVector  Consulting","Developed by a team of security experts with global consulting experience at McKinsey, Deloitte, and Capgemini."
"Root Cause Analysis &#40;RCA&#41; Primer",https://flevy.com/browse/marketplace/root-cause-analysis-rca-primer-10471,"Operational Excellence",PowerPoint,46,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt &#40;ex-Microsoft and IBM&#41;, this Root Cause Analysis &#40;RCA&#41; Primer is your pathway to achieving Operational Excellence through Lean Methodologies."
"5S Workplace Organization Primer",https://flevy.com/browse/marketplace/5s-workplace-organization-primer-10443,"Operational Excellence",PowerPoint,40,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt &#40;ex-Microsoft and IBM&#41;, this 5S Workplace Organization Primer is your pathway to achieving Operational Excellence through Lean Methodologies."
"ISO 9001 Awareness Primer",https://flevy.com/browse/marketplace/iso-9001-awareness-primer-10624,"Operational Excellence",PowerPoint,43,"Operational Excellence Consulting","Developed by an ex-ISO Management System Lead Auditor &#40;ex-Microsoft and Underwriters Laboratories&#41;, this practical primer is tailored to raise ISO 9001 awareness and enhancing customer satisfaction."
"Quality KPI Dashboard",https://flevy.com/browse/marketplace/quality-kpi-dashboard-9821,"Operational Excellence",Excel,,"Improve Your Excel","Quality KPI Dashboard (Excel): Download an Excel KPI template to track KPIs, monthly/annual targets, trends & visuals. Ready for reporting and team use."
"PDCA &#40;Plan-Do-Check-Act&#41; Excel Template",https://flevy.com/browse/marketplace/pdca-plan-do-check-act-excel-template-10856,"Operational Excellence",Excel,,"Improve Your Excel","PDCA (Plan-Do-Check-Act) Excel template: Download a ready PDCA cycle workbook (xlsx) to plan, track, check and act on continuous improvement projects."
"Root Cause Analysis: Solve the Problem, Not Just the Symptom",https://flevy.com/browse/marketplace/root-cause-analysis-solve-the-problem-not-just-the-symptom-9874,"Operational Excellence",PowerPoint,15,"Mohamed Abu Rahal Consulting","This presentation is created by Former HO group, IMC, and Ur-serve consultancy , Regional Representative at American Logisticsplus , and the Founder of Maysra Academy with a legacy of empowering thousands of professionals."
"5S Implementation Process Poster",https://flevy.com/browse/marketplace/5s-implementation-process-poster-6928,"Operational Excellence",PDF,3,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at industry leaders like Microsoft, IBM and Panasonic, this poster is your pathway to achieving Operational Excellence through Lean Methodologies."
"Operation Management",https://flevy.com/browse/marketplace/operation-management-5972,"Operational Excellence",PowerPoint,29,"UJ Consulting","Operations Management PPT: Download lecture slides on operational excellence, production systems, quality tools, inventory control, and process improvement."
"Transaction Services – FDD Working Capital Analysis Model",https://flevy.com/browse/marketplace/transaction-services-fdd-working-capital-analysis-model-10395,"Operational Excellence",Excel,,"Finance Model Hub","Independent financial analyst with a focus on valuation, transaction services, M&A analyses."
"COSO Internal Control - Implementation Toolkit",https://flevy.com/browse/marketplace/coso-internal-control-implementation-toolkit-5146,"Operational Excellence",Excel,,"Gerard Blokdijk","COSO Internal Control Toolkit Excel: Download templates, self-assessment dashboard, and maturity diagnostics for COSO framework implementation and control projects."
"Business Process Improvement Frameworks Reference Guide",https://flevy.com/browse/marketplace/business-process-improvement-frameworks-reference-guide-5654,"Operational Excellence",PowerPoint,484,"Operational Excellence Consulting","Developed by a Business Process Improvement Expert with a wealth of experience at industry giants like Microsoft and IBM,  this presentation serves as your ultimate guide to leveraging BPI Frameworks for enhancing operational excellence."
"Activity-Based Costing &#40;ABC&#41; Rapid Prototyping Toolkit",https://flevy.com/browse/marketplace/activity-based-costing-abc-rapid-prototyping-toolkit-3242,"Operational Excellence",PowerPoint,19,"Gary Cokins","These tools are developed a former consultant at Deloitte, KPMG, HP, and SAS, who is an internationally recognized EPM/CPM expert, speaker, and Wiley & Sons published author with almost 50 years of experience."
"Logistics and Supply Chain Management &#40;SCM&#41; - Implementation Toolkit",https://flevy.com/browse/marketplace/logistics-and-supply-chain-management-scm-implementation-toolkit-3916,"Operational Excellence",Excel,,"Gerard Blokdijk","Supply chain management Excel templates for logistics planning and SCM implementation. Get ready-to-use XLSX tools to streamline your supply chain processes. Download now."
"Industry & Competitive Analysis Handbook &#40;600+ KPIs&#41;",https://flevy.com/browse/marketplace/industry-and-competitive-analysis-handbook-600-kpis-9194,"Operational Excellence",PowerPoint,945,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Strategic Management Initiatives."
